make_model,year,price_usd,transmission,color,body_type,engine_cap,engine_type,wheel_pos,mileage,city,car_link,date,age
Honda CR-V,2008,16200,автомат,серебристый,внедорожник 5 дв.,2.4,бензин,руль слева,181 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-643e9624dc0b1133869740,04_19_2023,15
Toyota Camry,2015,16000,автомат,черный,седан,2.5,бензин,руль слева,100 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-643e950f2fcf5118751322,04_19_2023,8
Mercedes-Benz S-класс,2012,20000,автомат,черный,седан,4.7,бензин,руль слева,124 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-s-klass-643e92fc3369a250991298,04_19_2023,11
Hyundai Sonata,2016,14500,автомат,черный,седан,2.0,газ,руль слева,190 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-643e926100790439978239,04_19_2023,7
Lexus RX,2004,15700,автомат,черный,внедорожник 5 дв.,3.3,бензин,руль слева,168 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-643e3cbe749b7453355451,04_19_2023,19
Honda Stepwgn,2010,11800,вариатор,белый,минивэн,2.0,бензин,руль слева,1 000 км,Бишкек,https://www.mashina.kg/details/honda-stepwgn-643e8f7052cc5754309050,04_19_2023,13
Toyota Prius,2017,15300,вариатор,серый,хэтчбек 5 дв.,1.8,гибрид,руль слева,77 150 км,Бишкек,https://www.mashina.kg/details/toyota-prius-643e8f66950e5288722100,04_19_2023,6
Subaru Forester,2016,18000,вариатор,синий,внедорожник 5 дв.,2.5,бензин,руль слева,120 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-643e8e643fb44834746193,04_19_2023,7
Toyota Ist,2003,6400,автомат,черный,хэтчбек 5 дв.,1.3,бензин,руль справа,215 423 км,Бишкек,https://www.mashina.kg/details/toyota-ist-643e8e34a6ebd516491873,04_19_2023,20
Toyota Prius v (+),2013,15000,вариатор,белый,универсал,1.8,гибрид,руль слева,90 500 км,Бишкек,https://www.mashina.kg/details/toyota-prius-v---643e8d5e6b023563899240,04_19_2023,10
Kia K5 II Седан,2018,16600,автомат,белый,седан,2.0,газ,руль слева,16 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-643e8b263643c578985200,04_19_2023,5
Toyota Camry,2016,15900,автомат,белый,седан,2.5,бензин,руль слева,76 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-643e4c5315c72253279722,04_19_2023,7
Kia Rio,2015,7000,механика,черный,седан,1.4,бензин,руль слева,300 000 км,Бишкек,https://www.mashina.kg/details/kia-rio-643e890830070739901786,04_19_2023,8
BAIC X7,2020,19500,механика,черный,внедорожник 5 дв.,1.5,бензин,руль слева,1 900 км,Бишкек,https://www.mashina.kg/details/baic-x7-643e34a2a0dd4082991939,04_19_2023,3
Toyota Mark X,2006,8400,автомат,белый,седан,2.5,бензин,руль справа,288 000 км,Бишкек,https://www.mashina.kg/details/toyota-mark-x-643e878ee69fa836102114,04_19_2023,17
Toyota Passo,2004,6300,автомат,белый,хэтчбек 5 дв.,1.3,бензин,руль справа,277 000 км,Бишкек,https://www.mashina.kg/details/toyota-passo-643e875574a6c760337504,04_19_2023,19
Hyundai Avante,2018,13100,автомат,черный,седан,1.6,бензин,руль слева,81 504 км,Бишкек,https://www.mashina.kg/details/hyundai-avante-643e8615d9d3f682340783,04_19_2023,5
Subaru Outback,2019,19500,вариатор,зеленый,универсал,2.5,бензин,руль слева,168 981 км,Бишкек,https://www.mashina.kg/details/subaru-outback-643e858cbfadc769939406,04_19_2023,4
Honda Jazz,2006,6258,механика,серебристый,хэтчбек 5 дв.,1.5,бензин,руль слева,120 000 км,Бишкек,https://www.mashina.kg/details/honda-jazz-643e84b1df886670913332,04_19_2023,17
Honda Fit,2004,5400,вариатор,серебристый,хэтчбек 5 дв.,1.3,бензин,руль справа,25 809 км,Бишкек,https://www.mashina.kg/details/honda-fit-643e80fda3534333561166,04_19_2023,19
Honda CR-V,2009,14700,автомат,белый,внедорожник 5 дв.,2.4,бензин,руль слева,150 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-643e80c6e2ced424077275,04_19_2023,14
Toyota Camry,2008,11400,вариатор,белый,седан,2.4,гибрид,руль слева,223 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-643e53aa81d0a074774438,04_19_2023,15
Toyota Prius,2015,13800,автомат,серебристый,хэтчбек 5 дв.,1.8,гибрид,руль слева,89 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-643e7fece7016103030795,04_19_2023,8
BMW X5,2003,10000,автомат,черный,внедорожник 5 дв.,3.0,дизель,руль слева,340 000 км,Бишкек,https://www.mashina.kg/details/bmw-x5-643e7f747c97e787263475,04_19_2023,20
Hyundai Sonata,2018,15800,автомат,белый,седан,2.0,газ,руль слева,130 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-643e7f63c98c8536868531,04_19_2023,5
Honda Accord,2003,8500,автомат,синий,седан,2.4,бензин,руль слева,268 070 км,Бишкек,https://www.mashina.kg/details/honda-accord-643e7cec8a527372140315,04_19_2023,20
Toyota RAV4,2015,18300,автомат,белый,внедорожник 5 дв.,2.5,бензин,руль слева,190 000 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-643e7621a9d1c510426315,04_19_2023,8
Hyundai Sonata,2018,14200,автомат,серебристый,седан,2.0,газ,руль слева,165 400 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-643e7c4c68bc4864828161,04_19_2023,5
Subaru Forester,2017,15300,вариатор,серебристый,внедорожник 5 дв.,2.5,бензин,руль слева,47 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-643e7c06d3f07652855793,04_19_2023,6
Kia Morning,2017,9800,автомат,серебристый,хэтчбек 5 дв.,1.0,бензин,руль слева,72 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-643e2c3aefb2c275202414,04_19_2023,6
Honda CR-V,2008,15200,автомат,серебристый,внедорожник 5 дв.,2.4,бензин,руль слева,170 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-643e7b959c837584422452,04_19_2023,15
Toyota Ipsum,2003,9500,автомат,бирюзовый,компактвэн,2.4,бензин,руль справа,304 635 км,Бишкек,https://www.mashina.kg/details/toyota-ipsum-643e7b44dfb3c097485588,04_19_2023,20
Hyundai Sonata,2016,12600,автомат,серый,седан,2.4,бензин,руль слева,145 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-643e6d8039afe179528645,04_19_2023,7
Toyota 4Runner,2003,15800,автомат,серебристый,внедорожник 5 дв.,4.0,бензин,руль слева,240 000 км,Бишкек,https://www.mashina.kg/details/toyota-4runner-643e137d7332f845228045,04_19_2023,20
Honda Fit,2011,8700,автомат,черный,хэтчбек 5 дв.,1.5,бензин,руль слева,167 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-643e6a458b652259772622,04_19_2023,12
Lexus ES,2007,12800,автомат,серебристый,седан,3.5,бензин,руль слева,249 856 км,Бишкек,https://www.mashina.kg/details/lexus-es-643e6a24b1eb5204777886,04_19_2023,16
Kia Optima,2017,13900,автомат,коричневый,седан,2.4,бензин,руль слева,152 356 км,Бишкек,https://www.mashina.kg/details/kia-optima-643e69646756a002310008,04_19_2023,6
Honda CR-V,2009,14490,автомат,черный,внедорожник 5 дв.,2.4,бензин,руль слева,207 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-643e68a7754ce316233447,04_19_2023,14
Toyota Camry,2013,18500,автомат,белый,седан,2.0,бензин,руль слева,145 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-643e6874cc1f2634823060,04_19_2023,10
BYD Yuan,2019,13700,автомат,белый,внедорожник 5 дв.,2.0,электро,руль слева,77 000 км,Бишкек,https://www.mashina.kg/details/byd-yuan-643e678ee482b983386875,04_19_2023,4
Hummer H2,2007,18000,автомат,белый,внедорожник 5 дв.,6.2,бензин,руль слева,268 000 км,Бишкек,https://www.mashina.kg/details/hummer-h2-643e671eb88aa266797985,04_19_2023,16
Kia Sportage,2016,17000,автомат,серебристый,внедорожник 5 дв.,2.0,дизель,руль слева,140 693 км,Бишкек,https://www.mashina.kg/details/kia-sportage-643e670149ce4461262821,04_19_2023,7
Honda Inspire,2003,8500,автомат,серебристый,седан,3.0,бензин,руль справа,199 500 км,Бишкек,https://www.mashina.kg/details/honda-inspire-643e654260789914288154,04_19_2023,20
Kia Sportage,2016,17800,автомат,серый,внедорожник 5 дв.,2.0,дизель,руль слева,160 000 км,Бишкек,https://www.mashina.kg/details/kia-sportage-643e64bcd8b13729812853,04_19_2023,7
Hyundai Avante,2013,11500,автомат,серебристый,седан,1.6,бензин,руль слева,144 000 км,Бишкек,https://www.mashina.kg/details/hyundai-avante-643e64b83198a385346150,04_19_2023,10
Kia K7,2016,18900,автомат,серый,седан,2.4,бензин,руль слева,48 000 км,Бишкек,https://www.mashina.kg/details/kia-k7-643e346f96d2a843719261,04_19_2023,7
Mercedes-Benz E-класс,2003,6900,автомат,серебристый,седан,2.6,бензин,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-e-klass-643eb3058162f626011726,04_19_2023,20
Hyundai Sonata,2018,12200,автомат,серебристый,седан,2.0,газ,руль слева,116 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-643e3fa8e006a562806457,04_19_2023,5
Nissan Primera,2003,5000,вариатор,серебристый,седан,2.0,бензин,руль справа,222 500 км,Бишкек,https://www.mashina.kg/details/nissan-primera-643eb246d52c8145977686,04_19_2023,20
Suzuki Ignis,2003,5300,автомат,серебристый,хэтчбек 5 дв.,1.3,бензин,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/suzuki-ignis-643eb172be3f3237436399,04_19_2023,20
Toyota Camry,2013,16000,вариатор,белый,седан,2.5,гибрид,руль слева,118 303 км,Бишкек,https://www.mashina.kg/details/toyota-camry-643e217421eb3794274308,04_19_2023,10
Toyota Prius,2017,18000,автомат,белый,хэтчбек 5 дв.,1.8,гибрид,руль слева,60 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-643eb11181a27795442267,04_19_2023,6
Nissan Altima,2003,3243,автомат,золотистый,седан,2.5,бензин,руль слева,192 173 км,Бишкек,https://www.mashina.kg/details/nissan-altima-643eaffc8011e549491327,04_19_2023,20
Toyota Prius,2015,13100,автомат,белый,хэтчбек 5 дв.,1.8,гибрид,руль слева,120 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-643eaf0e2cd2a704986032,04_19_2023,8
Toyota Prius,2016,15800,автомат,синий,хэтчбек 5 дв.,1.8,гибрид,руль слева,91 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-643eac9adca53565353888,04_19_2023,7
Honda Fit,2005,6500,вариатор,белый,хэтчбек 5 дв.,1.3,бензин,руль справа,20 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-643eae856f7b9435208334,04_19_2023,18
Toyota RAV4,2018,15000,автомат,бордовый,внедорожник 5 дв.,2.5,бензин,руль слева,70 561 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-643eb82b87a88440824681,04_18_2023,5
Toyota Highlander,2003,11600,автомат,черный,внедорожник 5 дв.,2.4,бензин,руль слева,197 865 км,Бишкек,https://www.mashina.kg/details/toyota-highlander-643e96469f225008050647,04_18_2023,20
Lexus RX,2007,13000,автомат,серебристый,внедорожник 5 дв.,3.5,бензин,руль слева,193 500 км,Бишкек,https://www.mashina.kg/details/lexus-rx-6440186689974108830543,04_19_2023,16
Kia K5 II Седан,2016,14900,автомат,белый,седан,2.0,газ,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-64400c669e3d9781727320,04_19_2023,7
Toyota Prius,2017,12700,вариатор,серебристый,хэтчбек 5 дв.,1.8,гибрид,руль слева,143 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-643ff73e53e81029017192,04_19_2023,6
Mercedes-Benz S-класс,2009,17900,автомат,черный,седан,5.5,бензин,руль слева,215 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-s-klass-643fe967b2d03346994563,04_19_2023,14
